ID,Word List,Category,English,Entity_A,Entity_B,Word_A,Word_B,Raw_Distance,Normalized_Distance,Similarity_Pct,Is_Dhivehi_Pair
SW100-091,Swadesh 100,Numerals,two,Sinhala,Malayalam,Dèka,Raṇṭ,4,1.0,0.0,No
SW100-092,Swadesh 100,Position & Movement,walk,Male',Huvadhu,Hingun,Higun,1,0.1667,83.33,Yes
SW100-093,Swadesh 100,Descriptives,warm (hot),Male',Huvadhu,Hoonu,Hoone,1,0.2,80.0,Yes
SW100-093,Swadesh 100,Descriptives,warm (hot),Male',Sinhala,Hoonu,Uṇusum,5,0.8333,16.67,No
SW100-093,Swadesh 100,Descriptives,warm (hot),Male',Malayalam,Hoonu,Cūṭ,5,1.0,0.0,No
SW100-093,Swadesh 100,Descriptives,warm (hot),Male',Arabic,Hoonu,Dāfiˀya,7,1.0,0.0,No
SW100-093,Swadesh 100,Descriptives,warm (hot),Huvadhu,Sinhala,Hoone,Uṇusum,6,1.0,0.0,No
SW100-093,Swadesh 100,Descriptives,warm (hot),Huvadhu,Malayalam,Hoone,Cūṭ,5,1.0,0.0,No
SW100-093,Swadesh 100,Descriptives,warm (hot),Huvadhu,Arabic,Hoone,Dāfiˀya,7,1.0,0.0,No
SW100-093,Swadesh 100,Descriptives,warm (hot),Sinhala,Malayalam,Uṇusum,Cūṭ,6,1.0,0.0,No
SW100-093,Swadesh 100,Descriptives,warm (hot),Sinhala,Arabic,Uṇusum,Dāfiˀya,7,1.0,0.0,No
SW100-093,Swadesh 100,Descriptives,warm (hot),Malayalam,Arabic,Cūṭ,Dāfiˀya,7,1.0,0.0,No
SW100-094,Swadesh 100,Natural Objects & Phenomena,water,Male',Huvadhu,Fen,Fene,1,0.25,75.0,Yes
SW100-094,Swadesh 100,Natural Objects & Phenomena,water,Male',Sinhala,Fen,Vatura,6,1.0,0.0,No
SW100-094,Swadesh 100,Natural Objects & Phenomena,water,Male',Arabic,Fen,Māʔ,3,1.0,0.0,No
SW100-094,Swadesh 100,Natural Objects & Phenomena,water,Huvadhu,Sinhala,Fene,Vatura,6,1.0,0.0,No
SW100-094,Swadesh 100,Natural Objects & Phenomena,water,Huvadhu,Arabic,Fene,Māʔ,4,1.0,0.0,No
SW100-094,Swadesh 100,Natural Objects & Phenomena,water,Sinhala,Arabic,Vatura,Māʔ,6,1.0,0.0,No
SW100-095,Swadesh 100,Personal Pronouns,we,Male',Huvadhu,Aharemen,Ahane,4,0.5,50.0,Yes
SW100-095,Swadesh 100,Personal Pronouns,we,Male',Sinhala,Aharemen,Api,7,0.875,12.5,No
SW100-095,Swadesh 100,Personal Pronouns,we,Male',Malayalam,Aharemen,Namma,6,0.75,25.0,No
SW100-095,Swadesh 100,Personal Pronouns,we,Male',Arabic,Alugandumen,Naḧnu,9,0.8182,18.18,No
SW100-095,Swadesh 100,Personal Pronouns,we,Huvadhu,Sinhala,Ahane,Api,4,0.8,20.0,No
SW100-095,Swadesh 100,Personal Pronouns,we,Huvadhu,Malayalam,Ahane,Namma,5,1.0,0.0,No
SW100-095,Swadesh 100,Personal Pronouns,we,Huvadhu,Arabic,Ahane,Naḧnu,3,0.5,50.0,No
SW100-095,Swadesh 100,Personal Pronouns,we,Sinhala,Malayalam,Api,Namma,4,0.8,20.0,No
SW100-095,Swadesh 100,Personal Pronouns,we,Sinhala,Arabic,Api,Naḧnu,5,0.8333,16.67,No
SW100-095,Swadesh 100,Personal Pronouns,we,Malayalam,Arabic,Namma,Naḧnu,4,0.6667,33.33,No
SW100-096,Swadesh 100,Interrogatives,what,Male',Huvadhu,Konechche,Keyntheke,6,0.6667,33.33,Yes
SW100-096,Swadesh 100,Interrogatives,what,Male',Sinhala,Konechche,Mònavā,8,0.8889,11.11,No
SW100-096,Swadesh 100,Interrogatives,what,Male',Malayalam,Konechche,Ènt,8,0.8889,11.11,No
SW100-096,Swadesh 100,Interrogatives,what,Huvadhu,Sinhala,Keyntheke,Mònavā,8,0.8889,11.11,No
SW100-096,Swadesh 100,Interrogatives,what,Huvadhu,Malayalam,Keyntheke,Ènt,7,0.7778,22.22,No
SW100-096,Swadesh 100,Interrogatives,what,Sinhala,Malayalam,Mònavā,Ènt,5,0.8333,16.67,No
SW100-097,Swadesh 100,Colors,white,Male',Huvadhu,Hudhu,Hudhe,1,0.2,80.0,Yes
SW100-097,Swadesh 100,Colors,white,Male',Sinhala,Hudhu,Sudu,2,0.4,60.0,No
SW100-097,Swadesh 100,Colors,white,Male',Malayalam,Hudhu,Vèḻḻa,5,1.0,0.0,No
SW100-097,Swadesh 100,Colors,white,Huvadhu,Sinhala,Hudhe,Sudu,3,0.6,40.0,No
SW100-097,Swadesh 100,Colors,white,Huvadhu,Malayalam,Hudhe,Vèḻḻa,5,1.0,0.0,No
SW100-097,Swadesh 100,Colors,white,Sinhala,Malayalam,Sudu,Vèḻḻa,5,1.0,0.0,No
SW100-098,Swadesh 100,Interrogatives,who,Male',Huvadhu,Kaaku,Kiyaka,3,0.5,50.0,Yes
SW100-098,Swadesh 100,Interrogatives,who,Male',Sinhala,Kaaku,Kavuru,3,0.5,50.0,No
SW100-098,Swadesh 100,Interrogatives,who,Male',Malayalam,Kaaku,Ār,5,1.0,0.0,No
SW100-098,Swadesh 100,Interrogatives,who,Male',Arabic,Kaaku,Man,4,0.8,20.0,No
SW100-098,Swadesh 100,Interrogatives,who,Huvadhu,Sinhala,Kiyaka,Kavuru,5,0.8333,16.67,No
SW100-098,Swadesh 100,Interrogatives,who,Huvadhu,Malayalam,Kiyaka,Ār,6,1.0,0.0,No
SW100-098,Swadesh 100,Interrogatives,who,Huvadhu,Arabic,Kiyaka,Man,5,0.8333,16.67,No
SW100-098,Swadesh 100,Interrogatives,who,Sinhala,Malayalam,Kavuru,Ār,5,0.8333,16.67,No
SW100-098,Swadesh 100,Interrogatives,who,Sinhala,Arabic,Kavuru,Man,5,0.8333,16.67,No
SW100-098,Swadesh 100,Interrogatives,who,Malayalam,Arabic,Ār,Man,3,1.0,0.0,No
SW100-099,Swadesh 100,Persons,woman,Male',Huvadhu,Anhen meehaa,Anhene meehaa,1,0.0769,92.31,Yes
SW100-100,Swadesh 100,Colors,yellow,Male',Huvadhu,Reendhoo,Reedhale,4,0.5,50.0,Yes
SW100-100,Swadesh 100,Colors,yellow,Male',Sinhala,Reendhoo,Kaha,7,0.875,12.5,No
SW100-100,Swadesh 100,Colors,yellow,Male',Malayalam,Reendhoo,Mañña,8,1.0,0.0,No
SW100-100,Swadesh 100,Colors,yellow,Huvadhu,Sinhala,Reedhale,Kaha,6,0.75,25.0,No
SW100-100,Swadesh 100,Colors,yellow,Huvadhu,Malayalam,Reedhale,Mañña,7,0.875,12.5,No
SW100-100,Swadesh 100,Colors,yellow,Sinhala,Malayalam,Kaha,Mañña,3,0.6,40.0,No
